Gene ID,Entrez Gene ID,Gene Symbol,Gene Name,Organism,Unigene ID,Ensembl ID,UniProt ID,Alias,Lifespan Effect,Phenotype Description,Longevity Influence,Max Lifespan Change,Avg Lifespan Change,Method,Bibliographic reference
1007,173061,CELE_Y47H9C.1,hypothetical protein,Caenorhabditis elegans,,Y47H9C.1,,,increase,10% mean lifespan extension,anti,,10,RNA interference post development,"2421: Oliveira et al. (2009) ""Condition-adapted stress and longevity gene regulation by Caenorhabditis elegans SKN-1/Nrf.""  Aging Cell 8(5):524-541 (19575768)"
1008,173005,CELE_Y52B11A.9,hypothetical protein,Caenorhabditis elegans,,Y52B11A.9,,,decrease,Average lifespan decreased by 20% compared to wt,pro,,20,RNA interference,"2443: Henis-Korenblit et al. (2010) ""Insulin/IGF-1 signaling mutants reprogram ER stress response regulators to promote longevity.""  Proc. Natl. Acad. Sci. U.S.A. 107(21):9730-9735 (20460307)"
756,190220,CELE_Y53F4B.23,Protein Y53F4B.23,Caenorhabditis elegans,Cel.13938,Y53F4B.23,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
757,171874,CELE_Y54E10BR.4,Protein Y54E10BR.4,Caenorhabditis elegans,Cel.5524,Y54E10BR.4,,,increase,RNA interference in adulthood extended mean lifespan by 15%.,anti,,15,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
767,177036,CELE_Y69A2AR.19,Protein Y69A2AR.19,Caenorhabditis elegans,Cel.5333,Y69A2AR.19,,,increase,RNA interference increased mean lifespan by 19%.,anti,,19,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
770,176648,CELE_Y75B8A.13,Protein Y75B8A.13,Caenorhabditis elegans,Cel.54,Y75B8A.13,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
771,190713,CELE_Y75B8A.33,Protein Y75B8A.33,Caenorhabditis elegans,Cel.38,Y75B8A.33,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
116,172616,cep-1,C. Elegans P-53-like protein,Caenorhabditis elegans,Cel.18659,F52B5.5,,,increase,RNA interference increased mean lifespan up to 18% (dependent upon functional daf-16).,anti,,18,RNA interference,"2263: Arum and Johnson (2007) ""Reduced expression of the Caenorhabditis elegans p53 ortholog cep-1 results in increased longevity.""  J. Gerontol. A Biol. Sci. Med. Sci. 62(9):951-959 (17895432)"
116,172616,cep-1,C. Elegans P-53-like protein,Caenorhabditis elegans,Cel.18659,F52B5.5,,,increase,Knockout mutants lived up to 33% longer (dependent upon functional daf-16).,anti,,33,Knockout,"2263: Arum and Johnson (2007) ""Reduced expression of the Caenorhabditis elegans p53 ortholog cep-1 results in increased longevity.""  J. Gerontol. A Biol. Sci. Med. Sci. 62(9):951-959 (17895432)"
116,172616,cep-1,C. Elegans P-53-like protein,Caenorhabditis elegans,Cel.18659,F52B5.5,,,increase,RNAi resulted in a mean and maximal lifespan increased by 20% and 10% respectively.,anti,10,20,RNA interference,"2436: Schlotterer et al. (2010) ""Apurinic/apyrimidinic endonuclease 1, p53, and thioredoxin are linked in control of aging in C. elegans.""  Aging Cell 9(3):420-432 (20346071)"
1922,181790,cgt-2,Ceramide glucosyltransferase 2,Caenorhabditis elegans,0.1935,,,,increase,"RNA interference of CGT-2 (F20B4.6), a glucosylceramide synthase, results in both mean and maximum lifespan extension.",anti,24,40,RNA interference,"3526: Cutler et al. (2014) ""Sphingolipid metabolism regulates development and lifespan in Caenorhabditis elegans.""  Mech. Ageing Dev. 143-144:9-18 (25437839)"
909,176434,chc-1,Clathrin Heavy Chain,Caenorhabditis elegans,,T20G5.1,,,decrease,Mean LS reduced by 40% compared to wild type.,pro,,40,RNA interference,"2429: Park et al. (2009) ""Oxidative stress and longevity in Caenorhabditis elegans as mediated by SKN-1.""  Aging Cell 8(3):258-269 (19627265)"
118,179666,che-11,abnormal CHEmotaxis,Caenorhabditis elegans,Cel.6178,C27A7.4,,,increase,Loss-of-function increases lifespan up to 40%.,anti,,40,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
119,186607,che-13,abnormal CHEmotaxis,Caenorhabditis elegans,Cel.9299,F59C6.7,,,increase,Loss-of-function mutation increases lifespan up to 40%.,anti,,40,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
120,180401,che-2,abnormal CHEmotaxis,Caenorhabditis elegans,Cel.19591,F38G1.1,,,increase,Loss-of-function mutations extend lifespan up to 50%.,anti,,50,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
121,172593,che-3,abnormal CHEmotaxis,Caenorhabditis elegans,Cel.18923,F18C12.1,,,increase,"Loss-of-function extends lifespan by 50-100%, but life-extension is suppressed by daf-16.",anti,,100,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
125,3565921,chk-1,CHeckpoint Kinase,Caenorhabditis elegans,Cel.7221,Y39H10A.7,,,increase,RNA interference increased lifespan by 15 to 25%.,anti,,25,RNA interference,"2259: Olsen et al. (2006) ""Checkpoint proteins control survival of the postmitotic cells in Caenorhabditis elegans.""  Science 312(5778):1381-1385 (16741121)"
1771,172303,chn-1,Protein CHN-1,Caenorhabditis elegans,,,,,increase,Post-developmental RNAi of chn-1 extends lifespan of wild type worms.,anti,8.7,7.1,Post-developmental RNA interference,"3241: Tacutu et al. (2012) ""Prediction of C. elegans longevity genes by human and worm longevity networks.""  PLoS ONE 7(10):e48282 (23144747)"
391,175707,cid-1,Caffeine Induced Death (S. pombe Cid) homolog,Caenorhabditis elegans,Cel.5961,K10D2.3,,,increase,RNA interference results in developmental abnormalities but also a significant increase in lifespan.,anti,,,RNA interference,"2259: Olsen et al. (2006) ""Checkpoint proteins control survival of the postmitotic cells in Caenorhabditis elegans.""  Science 312(5778):1381-1385 (16741121)"
127,176126,cit-1.2,CyclIn T,Caenorhabditis elegans,Cel.7557,F44B9.3,,,decrease,RNA interference decreased median lifespan by 27% in daf-2 mutants.,pro,,,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
129,176546,cku-70,Caenorhabditis KU,Caenorhabditis elegans,Cel.9779,Y47D3A.4,,,increase,RNA interference of cku-70 further increases the lifespan of daf-2 mutants. Lifespan of daf-16 mutants was slightly decreased.,anti,,,RNA interference,"1541: McColl et al. (2005) ""The C. elegans ortholog of mammalian Ku70, interacts with insulin-like signaling to modulate stress resistance and life span.""  FASEB J. 19(12):1716-1718 (16099946)"
788,178238,clec-186,C-type LECtin,Caenorhabditis elegans,Cel.11564,ZK896.7,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
229,184216,clec-227,C-type LECtin,Caenorhabditis elegans,Cel.4210,F08H9.5,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
130,175729,clk-1,Coenzyme Q7 homolog,Caenorhabditis elegans,Cel.10672,ZC395.2,,,increase,Mutations slow down development and extend lifespan.,,,,Mutation,"946: Lakowski and Hekimi (1996) ""Determination of life-span in Caenorhabditis elegans by four clock genes.""  Science 272(5264):1010-1013 (8638122)"
130,175729,clk-1,Coenzyme Q7 homolog,Caenorhabditis elegans,Cel.10672,ZC395.2,,,increase,RNAi resulted in a lifespan extension by 40%.,anti,,40,RNA interference,"2485: Asencio et al. (2003) ""Silencing of ubiquinone biosynthesis genes extends life span in Caenorhabditis elegans.""  FASEB J. 17(9):1135-1137 (12709403)"
130,175729,clk-1,Coenzyme Q7 homolog,Caenorhabditis elegans,Cel.10672,ZC395.2,,,decrease,"Overexpression of CLK-1 activity in wild-type worms can increase mitochondrial activity, accelerate behavioral rates during aging and shorten lifespan.",anti,,,Overexpression,"1113: Felkai et al. (1999) ""CLK-1 controls respiration, behavior and aging in the nematode Caenorhabditis elegans.""  EMBO J. 18(7):1783-1792 (10202142)"
130,175729,clk-1,Coenzyme Q7 homolog,Caenorhabditis elegans,Cel.10672,ZC395.2,,,increase,Clk-1 mutants display lifespan extension compared to wild-type.,anti,,,Mutation,"2486: Kayser et al. (2004) ""Mitochondrial oxidative phosphorylation is defective in the long-lived mutant clk-1.""  J. Biol. Chem. 279(52):54479-54486 (15269213)"
131,176065,clk-2,CLocK (biological timing) abnormality,Caenorhabditis elegans,Cel.32199,C07H6.6,,,increase,Mutations slow down development and extend lifespan by 12%-25%.,,,25,Mutation,"946: Lakowski and Hekimi (1996) ""Determination of life-span in Caenorhabditis elegans by four clock genes.""  Science 272(5264):1010-1013 (8638122)"
134,179572,cnb-1,CalciNeurin B,Caenorhabditis elegans,Cel.7029,F55C10.1,,,increase,RNA interference increased mean lifespan by 30%.,anti,,30,RNA interference,"2268: Dong et al. (2007) ""Quantitative mass spectrometry identifies insulin signaling targets in C. elegans.""  Science 317(5838):660-663 (17673661)"
135,259335,col-93,COLlagen,Caenorhabditis elegans,Cel.21322,W05B2.5,,,increase,RNA interference results in extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
2044,171986,cpn-3,CalPoNin,Caenorhabditis elegans,22459,,,,increase,RNA interference of cpn-3 results in an increased lifespan.,anti,,9.9,RNA interference,"3567: Reis-Rodrigues et al. (2012) ""Proteomic analysis of age-dependent changes in protein solubility identifies genes that modulate lifespan.""  Aging Cell 11(1):120-127 (22103665)"
55,3565393,cpna-3,Protein CPNA-3,Caenorhabditis elegans,Cel.17067,C01F6.1,,,increase,RNA interference results in lifespan extension.,anti,,,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
138,174634,crn-5,Cell-death-Related Nuclease,Caenorhabditis elegans,Cel.23323,C14A4.5,,,increase,RNA interference in adulthood resulted in a 41% increase in mean lifespan.,anti,,41,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
1001,259368,crtc-1,hypothetical protein,Caenorhabditis elegans,,Y20F4.2,,,increase,Mean LS increase by 53%,anti,,53,RNA interference,"2455: Mair et al. (2011) ""Lifespan extension induced by AMPK and calcineurin is mediated by CRTC-1 and CREB.""  Nature 470(7334):404-408 (21331044)"
2121,177391,csp-2,CaSPase,Caenorhabditis elegans,,,,,increase,In a large scale screen downregulation of csp-2 in worms increased mean lifespan by >5%.,anti,,,RNA interference,"4413: Mansfeld et al. (2015) ""Branched-chain amino acid catabolism is a conserved regulator of physiological ageing.""  Nat Commun 6:10043 (26620638)"
140,180708,cst-1,Caenorhabditis STE20-like kinase,Caenorhabditis elegans,Cel.10981,F14H12.4,,,decrease,Knockdown of cst-1 shortens lifespan and accelerates tissue ageing in a daf-16-dependent manner.,pro,,,Knockdown,"2270: Lehtinen et al. (2006) ""A conserved MST-FOXO signaling pathway mediates oxidative-stress responses and extends life span.""  Cell 125(5):987-981001 (16751106)"
140,180708,cst-1,Caenorhabditis STE20-like kinase,Caenorhabditis elegans,Cel.10981,F14H12.4,,,increase,Overexpression of cst-1 extends lifespan and delays ageing in a daf-16-dependent manner.,pro,,,Overexpression,"2270: Lehtinen et al. (2006) ""A conserved MST-FOXO signaling pathway mediates oxidative-stress responses and extends life span.""  Cell 125(5):987-981001 (16751106)"
1873,180853,ctbp-1,C-terminal-binding protein 1,Caenorhabditis elegans,0.17039,,,,increase,"The C. elegans ctbp-1 mutants (ok498), lacking the NAD(H)-binding domain and most of the dehydrogenase catalytic domain, display an increase in mean adult life span (~20%) and maximal life span (~10–20%). Depletion of ctbp-1 by RNA interference results in similar lifespan extension effects, while reintroduction of the ctbp-1 gene rescues the lifespan phenotype. Most probably, CTBP-1 modulates aging through the insulin/IGF-1 signaling pathway and its effect is dependent on existence of DAF-16.",anti,20,20,Mutation,"3497: Chen et al. (2009) ""The conserved NAD(H)-dependent corepressor CTBP-1 regulates Caenorhabditis elegans life span.""  Proc. Natl. Acad. Sci. U.S.A. 106(5):1496-1501 (19164523)"
1873,180853,ctbp-1,C-terminal-binding protein 1,Caenorhabditis elegans,0.17039,,,,increase,"Knockdown mutations (eg613 and tm5512) in CTBP-1 result in a lifespan expansion of up to 5-10% and 5-25%, respectively. Constrastly to previous observations however (Chen et al., 2009), no change in lifespan was observed for the ok498 mutation (which might be due to using independently outcrossed strains derived from RB733 ctbp-1 ok498).",anti,,20,Mutation,"3557: Reid et al. (2014) ""The transcriptional repressor CTBP-1 functions in the nervous system of Caenorhabditis elegans to regulate lifespan.""  Exp. Gerontol. 60:153-165 (25456848)"
1971,180079,cth-1,CystaTHionine gamma lyase,Caenorhabditis elegans,3934,,,,decrease,"RNA interference of CTH-1 in worms results in median lifespan reduction (~15%), however maximal lifespan is not significantly different than that of controls.",pro,,15,RNA interference,"3479: Hine et al. (2015) ""Endogenous hydrogen sulfide production is essential for dietary restriction benefits.""  Cell 160(1-2):132-144 (25542313)"
1972,174155,cth-2,Putative cystathionine gamma-lyase 2,Caenorhabditis elegans,9094,,,,decrease,RNA interference of CTH-2 in worms results in median and maximal lifespan reduction (up to ~25%).,pro,,25,RNA interference,"3479: Hine et al. (2015) ""Endogenous hydrogen sulfide production is essential for dietary restriction benefits.""  Cell 160(1-2):132-144 (25542313)"
142,176770,cua-1,CU (copper) ATPase,Caenorhabditis elegans,Cel.22946,Y76A2A.2,,,decrease,RNA interference decreased median lifespan by 12% in wild type animals and 30% in daf-2 mutants.,pro,,12,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
143,176466,cul-1,CULlin,Caenorhabditis elegans,Cel.6661,D2045.6,,,decrease,"RNAi decreased lifespan of daf-2 mutant, but not of WT or glp-1 mutant. The CUL-1 complex functions in postmitotic, adult somatic tissues of insulin/insulin-like growth factor-1-signalling mutants to enhance longevity. It may act, at least in part, by promoting the transcriptional activity of DAF-16/FOXO.",pro,,,RNA interference,"2272: Ghazi et al. (2007) ""Regulation of Caenorhabditis elegans lifespan by a proteasomal E3 ligase complex.""  Proc. Natl. Acad. Sci. U.S.A. 104(14):5947-5952 (17392428)"
910,176104,cup-4,Coelomocyte UPtake defective,Caenorhabditis elegans,,C02C2.3,,,decrease,"cup-4 RNAi decreased  mean LS by 10% compared to wild type. RNAi of nlp-7 or cup-4 significantly reduces the life span of the eat-2 mutant, a genetic model of dietary restriction, but has no effect on the life span of long-lived mutants resulting from reduced insulin/ IGF-1 signaling or dysfunction of the mitochondrial electron transport chain. The life-span extension observed in wild-type N2 worms by dietary restriction using bacterial dilution is prevented significantly in nlp-7 and cup-4 mutants.",pro,,10,RNA interference,"2429: Park et al. (2009) ""Oxidative stress and longevity in Caenorhabditis elegans as mediated by SKN-1.""  Aging Cell 8(3):258-269 (19627265)"
255,176895,cutl-28,CUTiclin-Like,Caenorhabditis elegans,Cel.12970,F41A4.1,,,increase,RNA interference increased mean lifespan by 28%.,anti,,28,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
144,178894,cwp-4,Coexpressed With Polycystins,Caenorhabditis elegans,Cel.34950,K11D12.1,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
145,172582,cyc-1,Cytochrome c1,Caenorhabditis elegans,Cel.17378,C54G4.8,,,increase,RNA interference results in a 45-87% increase in mean lifespan.,anti,,87,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
145,172582,cyc-1,Cytochrome c1,Caenorhabditis elegans,Cel.17378,C54G4.8,,,increase,RNAi resulted in a 80% increase in mean lifespan.,anti,,80,RNA interference,"2426: Zuryn et al. (2010) ""Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.""  Mech. Ageing Dev. 131(9):554-561 (20688098)"
200,177243,cyc-2.1,CYtochrome C,Caenorhabditis elegans,Cel.32687,E04A4.7,,,increase,RNA interference increased mean lifespan by 80%.,anti,,80,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
2234,175853,cyk-3,cyk-3,Caenorhabditis elegans,,,,,increase,Downregulation of cyk-3 in post-reproductive rrf-3 worms (9 days) increased mean lifespan by 15%.,anti,,15,RNA interference,"4771: Wilhelm et al. (2017) ""Neuronal inhibition of the autophagy nucleation complex extends life span in post-reproductive ""  Genes Dev. 31(15):1561-1572 (28882853)"
911,181462,cyp-13B1,CYtochrome P450 family,Caenorhabditis elegans,,F02C12.5,,,increase,20% mean lifespan extension,anti,,20,RNA interference post development,"2421: Oliveira et al. (2009) ""Condition-adapted stress and longevity gene regulation by Caenorhabditis elegans SKN-1/Nrf.""  Aging Cell 8(5):524-541 (19575768)"
147,185653,cyp-33E2,CYtochrome P450 family,Caenorhabditis elegans,Cel.12951,F42A9.5,,,increase,RNA interference increased mean lifespan by 18%.,anti,,18,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
148,180236,cyp-42A1,CYtochrome P450 family,Caenorhabditis elegans,Cel.1528,Y80D3A.5,,,decrease,"RNA interference decreased median lifespan by 39% in wild type animals, 77% in a daf-2 background and 37% in daf-2/daf-16 double mutants.",pro,,39,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
152,173425,D1069.3,D1069.3b,Caenorhabditis elegans,Cel.15588,D1069.3,,,decrease,RNA interference decreased median lifespan by 27% in daf-2 mutants.,pro,,,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
912,172510,D2030.1,"Alpha-1,2-mannosidase I",Caenorhabditis elegans,,D2030.1,,,increase,RNAi led to 9% extension in mean lifespan,anti,,9,RNA interference,"2386: Liu et al. (2009) ""Reduced expression of alpha-1,2-mannosidase I extends lifespan in Drosophila melanogaster and Caenorhabditis elegans.""  Aging Cell 8(4):370-379 (19302370)"
153,172513,D2030.4,Protein D2030.4,Caenorhabditis elegans,Cel.18342,D2030.4,,,increase,RNA interference extends lifespan by about 40%.,anti,,40,RNA interference,"2235: Lee et al. (2003) ""A systematic RNAi screen identifies a critical role for mitochondria in C. elegans longevity.""  Nat. Genet. 33(1):40-48 (12447374)"
153,172513,D2030.4,Protein D2030.4,Caenorhabditis elegans,Cel.18342,D2030.4,,,increase,RNAi resulted in lifespan extension.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
155,174387,D2085.3,Protein D2085.3,Caenorhabditis elegans,Cel.5496,D2085.3,,,increase,RNA interference in adulthood extended mean lifespan by 18%.,anti,,,RNA interference,"2246: Chen et al. (2007) ""Longevity determined by developmental arrest genes in Caenorhabditis elegans.""  Aging Cell 6(4):525-533 (17521386)"
156,176829,daf-1,abnormal DAuer Formation,Caenorhabditis elegans,Cel.5220,F29C4.1,,,increase,Mutation in adults increased mean lifespan by up to 46% and maximum lifespan by 50%.,anti,50,46,Mutation,"2252: Shaw et al. (2007) ""The C. elegans TGF-beta Dauer pathway regulates longevity via insulin signaling.""  Curr. Biol. 17(19):1635-1645 (17900898)"
239,184883,daf-10,abnormal DAuer Formation,Caenorhabditis elegans,Cel.26567,F23B2.4,,,increase,Loss-of-function mutation increases lifespan up to 60%.,anti,,60,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
157,181263,daf-12,Abnormal DAuer Formation,Caenorhabditis elegans,Cel.18135,F11A1.3,,,increase,"Mutations in daf-2 and daf-12, but not mutations in daf-12 alone, nearly quadruple lifespan.",anti,,,Mutation,"2275: Larsen et al. (1995) ""Genes that regulate both development and longevity in Caenorhabditis elegans.""  Genetics 139(4):1567-1583 (7789761)"
157,181263,daf-12,Abnormal DAuer Formation,Caenorhabditis elegans,Cel.18135,F11A1.3,,,,daf-12(rh61rh411) is a class 3 daf-12 allele which is daf-d and results in shortened lifespan. This allele represents a putative null allele as it has two nonsense mutations affecting both the DNA binding domain (DBD) and ligand-binding domain (LBD). daf-12(rh273) is a class 6 daf-12 allele which is daf-c and results in lengthened lifespan. This allele has a R564H mutation altering a residue that in the thyroid hormone receptor makes direct contact with ligand and is believed to result in hormone insensitivity.daf-12(rh273) was much longer lived than the daf-12(rh61rh411) and showed a modest but significant increase in lifespan compared with wild-type N2 worms. The daf-12(rh273) allele results in a 38% increase in lifespan compared with daf-12(rh61rh411) and a 10% increase in lifespan compared with wild-type worms,,,,Mutations,"2487: Fisher and Lithgow (2006) ""The nuclear hormone receptor DAF-12 has opposing effects on Caenorhabditis elegans lifespan and regulates genes repressed in multiple long-lived worms.""  Aging Cell 5(2):127-138 (16626392)"
158,177908,daf-14,abnormal DAuer Formation,Caenorhabditis elegans,Cel.9304,F01G10.8,,,increase,Mutation in adults increased mean lifespan by up to 44% and maximum lifespan by 50%.,anti,50,44,Mutation,"2252: Shaw et al. (2007) ""The C. elegans TGF-beta Dauer pathway regulates longevity via insulin signaling.""  Curr. Biol. 17(19):1635-1645 (17900898)"
159,177770,daf-15,Abnormal DAuer Formation,Caenorhabditis elegans,Cel.7998,C10C5.6,,,increase,Mutations in daf-15 (raptor) extend adult lifespan.,anti,,,Mutation,"1321: Jia et al. (2004) ""The TOR pathway interacts with the insulin signaling pathway to regulate C. elegans larval development, metabolism and life span.""  Development 131(16):3897-3906 (15253933)"
160,172981,daf-16,"Abnormal DAuer Formation DAF-16, fork head-related transcription factor (daf-16)",Caenorhabditis elegans,Cel.18378,R13H8.1,,,decrease,"Mutations in daf-16 suppress the life-extension caused by several mutations, including daf-2.",pro,,,Mutation,"239: Kenyon et al. (1993) ""A C. elegans mutant that lives twice as long as wild type.""  Nature 366(6454):461-464 (8247153)"
160,172981,daf-16,"Abnormal DAuer Formation DAF-16, fork head-related transcription factor (daf-16)",Caenorhabditis elegans,Cel.18378,R13H8.1,,,,The increased lifespan of daf-2 and daf-23 mutants is suppressed completely by a daf-16 mutation.,pro,,,Mutations,"2275: Larsen et al. (1995) ""Genes that regulate both development and longevity in Caenorhabditis elegans.""  Genetics 139(4):1567-1583 (7789761)"
160,172981,daf-16,"Abnormal DAuer Formation DAF-16, fork head-related transcription factor (daf-16)",Caenorhabditis elegans,Cel.18378,R13H8.1,,,decrease,70% decrease in median lifespan in daf-2 background and 45% decrease in lifespan in wild-type background.,pro,,45,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
161,176869,daf-18,Abnormal DAuer Formation,Caenorhabditis elegans,Cel.22643,T07A9.6,,,increase,Required for complete dauer formation. Overexpression increases adult lifespan in individual tissues.,pro,,,Overexpression,"2276: Masse et al. (2005) ""Lifespan and dauer regulation by tissue-specific activities of Caenorhabditis elegans DAF-18.""  Dev. Biol. 286(1):91-9101 (16153634)"
161,176869,daf-18,Abnormal DAuer Formation,Caenorhabditis elegans,Cel.22643,T07A9.6,,,,The increased lifespan of daf-2 mutants is partially suppressed in a daf- 2; daf-18 double mutant.,pro,,,Mutations,"2275: Larsen et al. (1995) ""Genes that regulate both development and longevity in Caenorhabditis elegans.""  Genetics 139(4):1567-1583 (7789761)"
161,176869,daf-18,Abnormal DAuer Formation,Caenorhabditis elegans,Cel.22643,T07A9.6,,,increase,Overexpression resulted in a 30% mean lifespan extension.,pro,,30,Overexpression,"2454: Brisbin et al. (2009) ""A role for C. elegans Eph RTK signaling in PTEN regulation.""  Dev. Cell 17(4):459-469 (19853560)"
161,176869,daf-18,Abnormal DAuer Formation,Caenorhabditis elegans,Cel.22643,T07A9.6,,,decrease,Knockdown of daf-18 decreased lifespan.,pro,,,RNA interference,"3259: Nojima et al. (2013) ""Haploinsufficiency of akt1 prolongs the lifespan of mice.""  PLoS ONE 8(7):e69178 (23935948)"
162,174577,daf-19,Abnormal DAuer Formation,Caenorhabditis elegans,Cel.19518,F33H1.1,,,increase,Loss-of-function mutations increase lifespan up to 50%.,anti,,50,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
163,175410,daf-2,"abnormal DAuer Formation DAF-2, fork head-related transcription factor (daf-2)",Caenorhabditis elegans,Cel.8775,Y55D5A.5,,,increase,Mutants live more than twice as long as controls. This lifespan extension requires the activity of daf-16.,anti,,100,Mutation,"239: Kenyon et al. (1993) ""A C. elegans mutant that lives twice as long as wild type.""  Nature 366(6454):461-464 (8247153)"
163,175410,daf-2,"abnormal DAuer Formation DAF-2, fork head-related transcription factor (daf-2)",Caenorhabditis elegans,Cel.8775,Y55D5A.5,,,increase,Post developmental RNAi resulted in a 79% increase in mean lifespan.,anti,,79,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
163,175410,daf-2,"abnormal DAuer Formation DAF-2, fork head-related transcription factor (daf-2)",Caenorhabditis elegans,Cel.8775,Y55D5A.5,,,increase,RNAi resulted in a 17-22% increase in mean lifespan.,anti,,22,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
163,175410,daf-2,"abnormal DAuer Formation DAF-2, fork head-related transcription factor (daf-2)",Caenorhabditis elegans,Cel.8775,Y55D5A.5,,,increase,Mutants show a two-fold increase in lifespan.,anti,,100,Germline ablation in daf-2 mutants,"2488: Hsin and Kenyon (1999) ""Signals from the reproductive system regulate the lifespan of C. elegans.""  Nature 399(6734):362-366 (10360574)"
